customer_id,loyalty_tier,gender,age_bucket,home_area,registered_on,uses_app
C0000108,Silver,F,25-34,Pulchowk,2023-12-04,False
C0000109,Standard,F,35-44,Tinkune,2023-11-25,False
C0000110,Standard,M,45-54,Boudha,2023-12-18,True
C0000111,Standard,F,55-64,Budhanilkantha,2023-12-29,False
C0000112,Standard,F,35-44,Kalanki,2022-10-24,False
C0000113,Standard,F,18-24,Boudha,2023-06-04,True
C0000114,Silver,M,65+,Budhanilkantha,2023-08-11,False
C0000115,Gold,M,45-54,Maharajgunj,2024-07-26,False
C0000116,Gold,M,25-34,Kirtipur,2024-07-16,True
C0000117,Standard,M,25-34,Naxal,2024-07-24,True
C0000118,Standard,F,25-34,Maharajgunj,2022-11-21,True
C0000119,Silver,F,25-34,Pulchowk,2022-08-15,False
C0000120,Standard,Other,25-34,Kirtipur,2024-05-08,False
C0000121,Standard,M,45-54,Tinkune,2024-05-29,False
C0000122,Silver,F,25-34,Boudha,2025-03-19,False
C0000123,Standard,F,55-64,Kupondole,2024-08-27,True
C0000124,Silver,M,35-44,Naxal,2022-09-24,True
C0000125,Gold,M,18-24,Koteshwor,2023-08-22,True
C0000126,Standard,M,45-54,Boudha,2025-01-15,True
C0000127,Standard,M,25-34,Sanepa,2023-02-22,True
C0000128,Silver,F,25-34,Budhanilkantha,2023-10-03,True
C0000129,Platinum,F,65+,Kupondole,2022-08-14,True
C0000130,Standard,F,18-24,Boudha,2024-03-31,True
C0000131,Standard,F,55-64,Sanepa,2023-11-10,True
C0000132,Gold,F,35-44,Boudha,2024-06-29,True
C0000133,Gold,M,45-54,Chuchhepati,2024-06-22,False
C0000134,Standard,F,35-44,Tinkune,2023-07-10,True
C0000135,Standard,M,55-64,Maharajgunj,2023-10-16,True
C0000136,Silver,F,25-34,Naxal,2025-04-02,True
C0000137,Gold,F,45-54,Pulchowk,2022-02-02,True
C0000138,Standard,F,25-34,Boudha,2023-02-08,True
C0000139,Silver,M,45-54,Kupondole,2022-03-25,True
C0000140,Gold,F,25-34,Boudha,2024-12-16,True
C0000141,Standard,F,35-44,Pulchowk,2024-07-14,False
C0000142,Standard,F,35-44,Boudha,2022-03-22,True
C0000143,Standard,F,25-34,Kirtipur,2022-05-16,True
C0000144,Standard,M,55-64,Kupondole,2025-02-18,False
C0000145,Gold,M,18-24,Kupondole,2024-11-22,False
C0000146,Standard,F,65+,Chuchhepati,2023-11-23,True
C0000147,Standard,M,45-54,Naxal,2023-03-23,True
C0000148,Standard,M,18-24,Suryabinayak,2023-01-02,True
C0000149,Standard,F,65+,Kirtipur,2023-04-12,True
C0000150,Standard,M,25-34,Maharajgunj,2023-08-01,False
C0000151,Standard,F,25-34,Sanepa,2024-06-07,True
C0000152,Standard,M,35-44,Tinkune,2022-02-15,True
C0000153,Silver,M,35-44,Sanepa,2022-06-17,False
C0000154,Standard,M,35-44,Naxal,2023-06-19,True
C0000155,Standard,F,35-44,Sanepa,2022-01-17,False
C0000156,Standard,M,25-34,Budhanilkantha,2022-08-18,True
C0000157,Silver,M,45-54,Sanepa,2024-08-18,False
C0000158,Gold,M,25-34,Suryabinayak,2024-02-08,False
C0000159,Platinum,M,25-34,Maharajgunj,2024-04-29,False
C0000160,Standard,F,45-54,Kirtipur,2024-03-21,False
C0000161,Standard,F,45-54,Kalanki,2022-09-07,False
C0000162,Gold,M,25-34,Pulchowk,2022-11-02,False
C0000163,Gold,M,18-24,Sanepa,2024-01-20,False
C0000164,Standard,F,25-34,Kupondole,2023-08-10,True
C0000165,Silver,F,35-44,Chuchhepati,2022-11-08,True
C0000166,Gold,F,35-44,Kirtipur,2022-12-06,True
C0000167,Silver,M,25-34,Maharajgunj,2023-09-09,False
C0000168,Gold,F,35-44,Kupondole,2024-09-08,True
C0000169,Standard,F,35-44,Chuchhepati,2024-01-08,False
C0000170,Standard,F,25-34,Naxal,2023-05-12,True
C0000171,Standard,M,25-34,Boudha,2022-07-16,True
C0000172,Standard,F,25-34,Budhanilkantha,2024-03-31,True
C0000173,Gold,M,18-24,Pulchowk,2022-08-22,True
C0000174,Standard,M,35-44,Sanepa,2025-01-22,True
C0000175,Silver,M,35-44,Naxal,2023-09-30,False
C0000176,Standard,M,35-44,Kirtipur,2022-02-18,True
C0000177,Standard,F,45-54,Maharajgunj,2022-10-20,False
C0000178,Standard,F,35-44,Maharajgunj,2025-01-27,True
C0000179,Standard,M,45-54,Kalanki,2024-08-20,True
C0000180,Standard,F,45-54,Sanepa,2023-04-06,True
C0000181,Standard,Other,65+,Budhanilkantha,2024-05-25,False
C0000182,Standard,F,35-44,Kupondole,2022-10-26,True
C0000183,Silver,M,25-34,Tinkune,2024-09-26,True
C0000184,Standard,F,35-44,Tinkune,2022-03-19,False
C0000185,Standard,F,45-54,Suryabinayak,2023-11-21,True
C0000186,Standard,F,18-24,Naxal,2024-02-13,False
C0000187,Standard,F,45-54,Kirtipur,2024-04-21,True
C0000188,Standard,M,45-54,Suryabinayak,2025-03-10,False
C0000189,Gold,M,45-54,Suryabinayak,2022-05-03,False
C0000190,Gold,F,25-34,Maharajgunj,2024-11-01,False
C0000191,Standard,M,45-54,Budhanilkantha,2024-02-21,True
C0000192,Standard,F,25-34,Maharajgunj,2024-06-03,True
C0000193,Standard,M,45-54,Boudha,2022-06-18,True
C0000194,Standard,F,25-34,Pulchowk,2023-06-22,False
C0000195,Standard,M,35-44,Kirtipur,2023-05-24,True
C0000196,Standard,F,35-44,Budhanilkantha,2023-11-19,True
C0000197,Gold,F,18-24,Boudha,2022-10-22,True
C0000198,Standard,F,18-24,Pulchowk,2024-05-13,False
C0000199,Silver,M,35-44,Boudha,2022-03-28,True
C0000200,Silver,F,35-44,Chuchhepati,2023-02-17,True
C0000201,Silver,F,35-44,Koteshwor,2024-06-27,False
C0000202,Standard,F,45-54,Naxal,2022-01-19,True
C0000203,Silver,M,35-44,Kalanki,2024-05-07,True
C0000204,Gold,F,35-44,Suryabinayak,2022-10-20,True
C0000205,Silver,F,35-44,Boudha,2024-10-25,True
C0000206,Standard,F,25-34,Sanepa,2024-09-02,True
C0000207,Silver,M,55-64,Kirtipur,2023-04-02,True
C0000208,Silver,M,55-64,Budhanilkantha,2024-01-22,True
C0000209,Silver,F,18-24,Chuchhepati,2022-10-25,True
C0000210,Standard,F,45-54,Pulchowk,2022-07-27,False
C0000211,Platinum,F,35-44,Koteshwor,2022-07-17,False
C0000212,Platinum,F,35-44,Sanepa,2022-06-04,False
C0000213,Standard,M,25-34,Chuchhepati,2024-03-05,True
C0000214,Silver,M,35-44,Budhanilkantha,2024-07-31,False
C0000215,Standard,F,25-34,Boudha,2024-07-16,True
C0000216,Platinum,F,25-34,Pulchowk,2023-07-23,True
C0000217,Gold,M,18-24,Sanepa,2023-07-20,True
C0000218,Silver,M,18-24,Naxal,2023-12-24,True
C0000219,Silver,F,35-44,Koteshwor,2022-02-17,True
C0000220,Standard,M,25-34,Tinkune,2022-05-26,False
C0000221,Standard,F,25-34,Kirtipur,2023-09-29,True
C0000222,Standard,M,35-44,Kupondole,2022-04-25,True
C0000223,Silver,F,35-44,Boudha,2022-11-01,True
C0000224,Standard,F,18-24,Boudha,2022-07-23,False
C0000225,Gold,M,25-34,Tinkune,2025-01-11,False
C0000226,Standard,F,25-34,Tinkune,2024-05-14,True
C0000227,Standard,F,55-64,Sanepa,2022-08-02,True
C0000228,Standard,F,18-24,Kalanki,2022-12-26,True
C0000229,Silver,M,18-24,Budhanilkantha,2024-05-01,False
C0000230,Gold,F,35-44,Sanepa,2023-08-10,True
C0000231,Silver,M,25-34,Kupondole,2022-07-30,True
C0000232,Standard,M,45-54,Pulchowk,2025-01-26,True
C0000233,Silver,M,35-44,Suryabinayak,2023-10-20,True
C0000234,Standard,F,45-54,Suryabinayak,2025-03-20,True
C0000235,Gold,M,35-44,Boudha,2024-09-16,True
C0000236,Silver,M,35-44,Suryabinayak,2022-03-28,False
C0000237,Standard,M,25-34,Tinkune,2023-04-30,False
C0000238,Standard,F,35-44,Maharajgunj,2024-02-22,False
C0000239,Silver,F,35-44,Kalanki,2022-05-08,True
C0000240,Standard,F,25-34,Boudha,2024-11-04,True
C0000241,Gold,F,25-34,Tinkune,2025-03-06,False
C0000242,Standard,F,25-34,Kirtipur,2023-06-11,False
C0000243,Gold,F,55-64,Chuchhepati,2023-11-13,True
C0000244,Gold,F,25-34,Tinkune,2022-12-19,False
C0000245,Standard,M,45-54,Maharajgunj,2024-08-14,True
C0000246,Silver,F,18-24,Chuchhepati,2024-07-08,True
C0000247,Standard,M,45-54,Chuchhepati,2024-03-14,True
C0000248,Silver,M,35-44,Kalanki,2024-02-26,True
C0000249,Standard,F,35-44,Kirtipur,2023-09-29,True
C0000250,Standard,F,25-34,Chuchhepati,2025-01-15,False
C0000251,Gold,M,25-34,Suryabinayak,2022-02-14,True
C0000252,Standard,F,18-24,Budhanilkantha,2023-11-24,False
C0000253,Silver,F,25-34,Tinkune,2023-06-05,True
C0000254,Standard,F,65+,Kupondole,2023-11-05,False
C0000255,Standard,M,25-34,Kirtipur,2025-01-14,False
C0000256,Silver,M,45-54,Boudha,2023-04-11,False
C0000257,Silver,M,25-34,Chuchhepati,2022-08-12,False
C0000258,Gold,F,35-44,Kupondole,2022-08-16,True
C0000259,Silver,F,25-34,Kupondole,2022-06-02,False
C0000260,Standard,M,35-44,Sanepa,2022-07-28,False
C0000261,Platinum,F,25-34,Tinkune,2024-10-28,True
C0000262,Standard,F,65+,Tinkune,2023-02-18,True
C0000263,Standard,M,45-54,Kirtipur,2023-05-19,False
C0000264,Silver,M,25-34,Boudha,2023-10-15,False
C0000265,Standard,M,35-44,Budhanilkantha,2022-08-09,False
C0000266,Standard,M,18-24,Kalanki,2023-03-24,True
C0000267,Gold,M,35-44,Pulchowk,2024-12-12,True
C0000268,Standard,M,35-44,Suryabinayak,2022-03-31,True
C0000269,Gold,F,25-34,Kupondole,2023-02-08,True
C0000270,Silver,F,35-44,Budhanilkantha,2023-07-20,True
C0000271,Standard,F,18-24,Sanepa,2023-01-04,True
C0000272,Standard,M,35-44,Chuchhepati,2023-03-15,False
C0000273,Standard,F,65+,Kalanki,2023-01-20,False
C0000274,Platinum,M,25-34,Chuchhepati,2024-04-16,True
C0000275,Standard,M,18-24,Suryabinayak,2022-07-16,True
C0000276,Standard,M,18-24,Boudha,2024-08-20,False
C0000277,Standard,F,45-54,Budhanilkantha,2024-04-23,True
C0000278,Gold,M,25-34,Naxal,2023-03-12,False
C0000279,Standard,F,25-34,Pulchowk,2023-03-31,False
C0000280,Silver,F,25-34,Kalanki,2022-03-06,False
C0000281,Standard,F,65+,Kupondole,2022-07-31,True
C0000282,Platinum,F,65+,Tinkune,2024-07-17,True
C0000283,Standard,F,25-34,Kupondole,2023-12-31,False
C0000284,Standard,M,18-24,Kirtipur,2022-05-15,True
C0000285,Gold,F,18-24,Maharajgunj,2023-02-05,True
C0000286,Standard,F,35-44,Chuchhepati,2022-09-29,True
C0000287,Silver,M,25-34,Koteshwor,2023-01-17,True
C0000288,Standard,F,25-34,Kalanki,2022-10-20,True
C0000289,Standard,F,25-34,Kupondole,2024-03-10,True
C0000290,Standard,M,35-44,Kalanki,2022-07-13,False
C0000291,Standard,F,55-64,Maharajgunj,2024-07-02,True
C0000292,Standard,F,25-34,Tinkune,2023-01-02,False
C0000293,Standard,F,45-54,Chuchhepati,2023-06-05,False
C0000294,Standard,M,55-64,Chuchhepati,2022-11-04,True
C0000295,Gold,Other,18-24,Tinkune,2022-12-09,False
C0000296,Standard,F,55-64,Kirtipur,2024-12-11,True
C0000297,Standard,F,25-34,Maharajgunj,2025-03-04,True
C0000298,Standard,M,55-64,Tinkune,2022-01-31,True
C0000299,Standard,F,55-64,Sanepa,2022-11-27,False
C0000300,Silver,M,25-34,Sanepa,2024-06-04,True
C0000301,Gold,F,25-34,Naxal,2024-08-02,False
C0000302,Standard,F,45-54,Budhanilkantha,2022-01-22,True
C0000303,Standard,M,18-24,Kalanki,2024-10-30,False
C0000304,Platinum,F,18-24,Budhanilkantha,2022-01-13,True
C0000305,Standard,M,25-34,Kupondole,2023-10-23,False
C0000306,Standard,F,25-34,Budhanilkantha,2023-02-20,False
C0000307,Standard,F,45-54,Kupondole,2024-03-16,False
C0000308,Gold,F,18-24,Naxal,2022-10-11,False
C0000309,Gold,F,35-44,Budhanilkantha,2023-12-10,True
C0000310,Silver,M,25-34,Koteshwor,2023-11-28,False
C0000311,Standard,F,25-34,Kirtipur,2024-02-01,True
C0000312,Gold,F,35-44,Kupondole,2024-07-12,True
C0000313,Gold,M,55-64,Naxal,2024-10-20,True
C0000314,Gold,F,25-34,Maharajgunj,2022-01-13,False
C0000315,Silver,F,25-34,Boudha,2025-03-29,True
C0000316,Standard,F,45-54,Sanepa,2024-11-24,False
C0000317,Standard,M,45-54,Budhanilkantha,2022-03-31,False
C0000318,Standard,M,45-54,Naxal,2023-02-14,True
C0000319,Standard,M,55-64,Suryabinayak,2024-09-26,True
C0000320,Gold,M,25-34,Tinkune,2023-02-04,True
C0000321,Standard,F,35-44,Tinkune,2022-10-06,False
C0000322,Silver,F,18-24,Boudha,2024-10-04,False
C0000323,Standard,F,35-44,Maharajgunj,2024-08-25,True
C0000324,Silver,F,25-34,Sanepa,2024-07-04,False
C0000325,Standard,F,25-34,Boudha,2024-10-09,True
C0000326,Standard,F,45-54,Chuchhepati,2024-02-10,True
C0000327,Standard,F,45-54,Pulchowk,2022-12-24,False
C0000328,Standard,F,25-34,Koteshwor,2023-01-19,False
C0000329,Gold,F,18-24,Budhanilkantha,2024-09-13,True
C0000330,Standard,F,18-24,Tinkune,2023-09-06,False
C0000331,Gold,F,25-34,Sanepa,2023-07-14,True
C0000332,Standard,M,35-44,Suryabinayak,2023-05-10,True
C0000333,Standard,M,25-34,Koteshwor,2023-07-11,True
C0000334,Silver,M,45-54,Kirtipur,2024-01-05,False
C0000335,Standard,M,55-64,Koteshwor,2022-12-22,False
C0000336,Gold,F,45-54,Chuchhepati,2025-04-08,True
C0000337,Standard,M,25-34,Budhanilkantha,2023-05-30,True
C0000338,Silver,M,25-34,Budhanilkantha,2023-07-07,False
C0000339,Standard,M,25-34,Tinkune,2023-09-26,True
C0000340,Standard,M,35-44,Sanepa,2022-04-15,False
C0000341,Platinum,M,18-24,Koteshwor,2023-04-26,False
C0000342,Standard,F,25-34,Suryabinayak,2024-10-16,True
C0000343,Silver,M,35-44,Koteshwor,2024-04-01,True
C0000344,Silver,F,65+,Chuchhepati,2022-03-22,False
C0000345,Standard,M,55-64,Koteshwor,2024-01-25,True
C0000346,Gold,F,18-24,Kupondole,2024-08-08,True
C0000347,Gold,F,25-34,Kupondole,2025-03-19,True
C0000348,Standard,Other,25-34,Naxal,2024-07-30,True
C0000349,Standard,M,35-44,Koteshwor,2022-06-02,False
C0000350,Standard,Other,35-44,Suryabinayak,2024-11-27,True
C0000351,Silver,F,25-34,Tinkune,2023-08-24,True
C0000352,Standard,M,25-34,Kupondole,2022-09-06,False
C0000353,Standard,F,35-44,Budhanilkantha,2022-07-05,True
C0000354,Silver,M,35-44,Koteshwor,2022-08-06,False
C0000355,Silver,F,35-44,Chuchhepati,2025-03-17,False
C0000356,Standard,F,35-44,Chuchhepati,2022-10-09,True
C0000357,Gold,F,25-34,Kalanki,2022-02-03,False
C0000358,Standard,M,55-64,Maharajgunj,2022-08-22,True
C0000359,Gold,F,35-44,Naxal,2023-05-26,True
C0000360,Standard,F,65+,Maharajgunj,2023-04-20,False
C0000361,Standard,M,55-64,Boudha,2022-03-10,False
C0000362,Silver,M,18-24,Chuchhepati,2023-07-07,False
C0000363,Gold,F,35-44,Suryabinayak,2022-01-08,True
C0000364,Silver,F,25-34,Sanepa,2024-02-11,True
C0000365,Platinum,M,25-34,Kupondole,2025-03-16,False
C0000366,Standard,M,35-44,Kalanki,2025-01-09,True
C0000367,Standard,F,45-54,Pulchowk,2022-08-14,False
C0000368,Standard,F,25-34,Koteshwor,2025-02-12,False
C0000369,Standard,M,18-24,Kirtipur,2024-06-28,True
C0000370,Standard,F,35-44,Kalanki,2023-09-27,True
C0000371,Standard,F,25-34,Kalanki,2024-10-21,True
C0000372,Standard,F,35-44,Chuchhepati,2024-04-10,False
C0000373,Standard,F,18-24,Kupondole,2023-12-16,False
C0000374,Standard,F,45-54,Tinkune,2023-10-04,True
C0000375,Standard,M,35-44,Kalanki,2024-07-10,True
C0000376,Standard,M,25-34,Koteshwor,2022-09-14,True
C0000377,Standard,F,25-34,Kupondole,2024-07-28,False
C0000378,Gold,Other,35-44,Tinkune,2025-03-10,True
C0000379,Standard,M,45-54,Kalanki,2022-03-09,False
C0000380,Silver,F,25-34,Sanepa,2023-11-09,True
C0000381,Silver,F,25-34,Kirtipur,2023-07-14,False
C0000382,Standard,F,35-44,Maharajgunj,2022-10-22,True
C0000383,Standard,M,25-34,Koteshwor,2022-09-18,True
C0000384,Platinum,M,35-44,Kalanki,2022-06-08,False
C0000385,Standard,F,35-44,Maharajgunj,2024-09-08,True
C0000386,Silver,M,55-64,Kupondole,2023-05-09,True
C0000387,Gold,F,25-34,Kalanki,2024-04-27,True
C0000388,Standard,M,35-44,Koteshwor,2024-04-25,False
C0000389,Platinum,F,45-54,Kirtipur,2022-07-17,False
C0000390,Silver,F,65+,Suryabinayak,2022-05-16,True
C0000391,Standard,F,18-24,Budhanilkantha,2024-03-10,False
C0000392,Silver,F,35-44,Maharajgunj,2024-07-25,True
C0000393,Standard,F,35-44,Maharajgunj,2024-03-03,True
C0000394,Silver,Other,25-34,Sanepa,2024-08-07,False
C0000395,Standard,M,35-44,Koteshwor,2025-03-20,True
C0000396,Gold,F,45-54,Kalanki,2024-08-24,True
C0000397,Standard,M,35-44,Kirtipur,2023-07-20,True
C0000398,Standard,M,45-54,Sanepa,2022-04-08,True
C0000399,Standard,M,25-34,Tinkune,2022-07-27,True
C0000400,Gold,F,35-44,Pulchowk,2023-04-06,False
C0000401,Gold,M,65+,Kalanki,2025-02-15,True
C0000402,Standard,F,45-54,Kalanki,2022-03-07,False
C0000403,Standard,F,35-44,Boudha,2022-02-28,False
C0000404,Standard,F,35-44,Koteshwor,2024-11-26,False
C0000405,Platinum,F,18-24,Budhanilkantha,2024-11-20,True
C0000406,Standard,F,18-24,Kupondole,2023-01-18,True
C0000407,Gold,F,18-24,Suryabinayak,2023-10-10,True
C0000408,Gold,M,35-44,Suryabinayak,2024-04-24,True
C0000409,Standard,F,55-64,Kirtipur,2022-11-02,False
C0000410,Standard,F,25-34,Kalanki,2024-09-11,True
C0000411,Silver,F,25-34,Budhanilkantha,2022-03-20,True
C0000412,Gold,F,18-24,Tinkune,2023-09-06,False
C0000413,Platinum,M,55-64,Budhanilkantha,2022-05-14,True
C0000414,Platinum,M,35-44,Pulchowk,2023-01-28,True
C0000415,Standard,F,25-34,Maharajgunj,2024-09-07,False
C0000416,Standard,M,55-64,Chuchhepati,2022-09-02,True
C0000417,Standard,M,65+,Maharajgunj,2024-03-29,True
C0000418,Silver,M,25-34,Sanepa,2023-03-17,True
C0000419,Silver,F,45-54,Kupondole,2022-12-29,False
C0000420,Standard,M,45-54,Koteshwor,2022-01-22,True
C0000421,Silver,M,35-44,Sanepa,2024-11-12,False
C0000422,Gold,M,25-34,Tinkune,2023-12-01,False
C0000423,Gold,M,25-34,Boudha,2023-05-12,True
C0000424,Gold,M,35-44,Koteshwor,2023-06-23,True
C0000425,Gold,F,55-64,Maharajgunj,2024-06-27,False
C0000426,Platinum,M,55-64,Kupondole,2024-06-02,True
C0000427,Standard,F,25-34,Kirtipur,2023-11-18,False
C0000428,Gold,M,25-34,Tinkune,2023-03-10,False
C0000429,Standard,F,25-34,Kirtipur,2023-05-25,False
C0000430,Standard,F,25-34,Tinkune,2023-06-29,True
C0000431,Standard,F,35-44,Boudha,2022-09-01,True
C0000432,Platinum,F,25-34,Maharajgunj,2023-04-27,False
C0000433,Silver,F,35-44,Naxal,2024-02-07,True
C0000434,Standard,F,45-54,Chuchhepati,2023-10-30,False
C0000435,Standard,F,35-44,Tinkune,2022-10-12,True
C0000436,Gold,M,35-44,Kirtipur,2025-02-23,False
C0000437,Gold,M,25-34,Pulchowk,2023-03-24,False
C0000438,Standard,F,35-44,Kupondole,2023-12-10,False
C0000439,Standard,M,25-34,Pulchowk,2024-08-29,False
C0000440,Standard,M,18-24,Suryabinayak,2023-02-19,True
C0000441,Standard,F,45-54,Maharajgunj,2024-11-12,False
C0000442,Silver,F,25-34,Kirtipur,2024-03-18,False
C0000443,Standard,F,25-34,Kirtipur,2022-08-01,False
C0000444,Silver,M,45-54,Kalanki,2023-04-06,False
C0000445,Gold,F,35-44,Sanepa,2023-08-06,True
C0000446,Gold,M,25-34,Maharajgunj,2022-03-09,False
C0000447,Standard,F,35-44,Maharajgunj,2023-03-21,True
C0000448,Standard,F,45-54,Budhanilkantha,2022-11-15,True
C0000449,Standard,M,25-34,Budhanilkantha,2023-03-25,False
C0000450,Silver,F,65+,Budhanilkantha,2022-07-03,True
C0000451,Standard,M,45-54,Koteshwor,2023-07-06,False
C0000452,Standard,F,25-34,Tinkune,2023-03-14,True
