customer_id,segment_id,segment_name,loyalty_tier,uses_app,transaction_count,total_spend_npr,avg_order_value_npr,recency_days,scan_to_pay_rate,app_engagement_events,preferred_store_id,preferred_payment_method,favorite_subcategory
C0000062,1,Regular Digital Shoppers,Silver,True,3.0,12104.0,4034.6666666666665,245,1.0,15.0,S03,FonePay,Snacks
C0000063,1,Regular Digital Shoppers,Standard,True,2.0,12285.0,6142.5,131,1.0,16.0,S07,FonePay,Snacks
C0000064,1,Regular Digital Shoppers,Standard,False,1.0,3408.0,3408.0,156,0.0,0.0,S06,Card,Vegetables
C0000065,1,Regular Digital Shoppers,Silver,True,1.0,278.0,278.0,742,1.0,1.0,S05,FonePay,Household
C0000066,1,Regular Digital Shoppers,Standard,False,2.0,5578.0,2789.0,325,0.0,0.0,S08,Card,Vegetables
C0000067,1,Regular Digital Shoppers,Platinum,True,3.0,4238.0,1412.6666666666667,347,1.0,15.0,S01,Card,Vegetables
C0000068,1,Regular Digital Shoppers,Gold,False,1.0,6966.0,6966.0,795,0.0,0.0,S05,FonePay,Dairy
C0000069,1,Regular Digital Shoppers,Gold,False,4.0,15706.0,3926.5,76,0.0,0.0,S02,Card,Staples
C0000070,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,494,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000071,2,High Value Loyal Customers,Gold,True,4.0,32357.0,8089.25,351,0.75,22.0,S01,Cash,Snacks
C0000072,2,High Value Loyal Customers,Standard,False,2.0,26485.0,13242.5,114,0.0,0.0,S03,Cash,Household
C0000073,1,Regular Digital Shoppers,Standard,True,2.0,13423.0,6711.5,493,1.0,11.0,S01,ConnectIPS,Snacks
C0000074,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,556,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000075,1,Regular Digital Shoppers,Silver,True,1.0,973.0,973.0,243,1.0,0.0,S01,FonePay,Personal
C0000076,1,Regular Digital Shoppers,Standard,True,1.0,119.0,119.0,493,1.0,3.0,S03,Card,Confectionery
C0000077,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,600,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000078,1,Regular Digital Shoppers,Standard,False,3.0,36713.0,12237.666666666666,255,0.0,0.0,S01,Cash,Staples
C0000079,2,High Value Loyal Customers,Standard,False,2.0,22177.0,11088.5,555,0.0,0.0,S01,FonePay,Vegetables
C0000080,1,Regular Digital Shoppers,Standard,True,1.0,2103.0,2103.0,535,1.0,8.0,S02,FonePay,Beverages
C0000081,1,Regular Digital Shoppers,Standard,True,2.0,6735.0,3367.5,638,0.5,4.0,S02,Cash,Snacks
C0000082,1,Regular Digital Shoppers,Standard,True,3.0,17898.0,5966.0,268,1.0,13.0,S01,Khalti,Personal
C0000083,2,High Value Loyal Customers,Standard,True,4.0,28596.0,7149.0,168,0.75,21.0,S02,Card,Snacks
C0000084,2,High Value Loyal Customers,Silver,False,7.0,43028.0,6146.857142857143,269,0.0,0.0,S01,Cash,Snacks
C0000085,2,High Value Loyal Customers,Silver,True,4.0,29102.0,7275.5,207,1.0,20.0,S06,FonePay,Staples
C0000086,1,Regular Digital Shoppers,Standard,True,3.0,11834.0,3944.6666666666665,123,0.3333333333333333,16.0,S06,Cash,Household
C0000087,1,Regular Digital Shoppers,Standard,False,2.0,9627.0,4813.5,249,0.0,0.0,S02,Cash,Household
C0000088,1,Regular Digital Shoppers,Silver,True,3.0,11577.0,3859.0,72,1.0,11.0,S02,IME Pay,Snacks
C0000089,1,Regular Digital Shoppers,Gold,False,2.0,8561.0,4280.5,343,0.0,0.0,S02,Cash,Beverages
C0000090,2,High Value Loyal Customers,Silver,True,2.0,32591.0,16295.5,294,1.0,9.0,S02,FonePay,Beverages
C0000091,1,Regular Digital Shoppers,Gold,True,3.0,9449.0,3149.6666666666665,312,0.6666666666666666,14.0,S01,Card,Household
C0000092,2,High Value Loyal Customers,Gold,True,3.0,27409.0,9136.333333333334,164,1.0,21.0,S02,FonePay,Household
C0000093,1,Regular Digital Shoppers,Standard,True,4.0,23780.0,5945.0,234,0.75,9.0,S08,IME Pay,Household
C0000094,1,Regular Digital Shoppers,Gold,False,2.0,7077.0,3538.5,400,0.0,0.0,S01,Card,Beverages
C0000095,1,Regular Digital Shoppers,Standard,True,1.0,1996.0,1996.0,386,1.0,1.0,S04,Card,Bakery
C0000096,1,Regular Digital Shoppers,Standard,False,1.0,7458.0,7458.0,745,0.0,0.0,S07,Card,Baby
C0000097,1,Regular Digital Shoppers,Silver,False,1.0,6044.0,6044.0,604,0.0,0.0,S07,FonePay,Beverages
C0000098,1,Regular Digital Shoppers,Silver,True,1.0,304.0,304.0,552,1.0,1.0,S03,eSewa,Dairy
C0000099,1,Regular Digital Shoppers,Standard,True,2.0,16749.0,8374.5,282,1.0,6.0,S01,FonePay,Vegetables
C0000100,2,High Value Loyal Customers,Silver,True,3.0,20388.0,6796.0,192,1.0,23.0,S02,Card,Vegetables
C0000101,1,Regular Digital Shoppers,Standard,False,1.0,12633.0,12633.0,770,0.0,0.0,S01,ConnectIPS,Snacks
C0000102,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,606,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000103,1,Regular Digital Shoppers,Gold,False,1.0,12771.0,12771.0,338,0.0,0.0,S06,eSewa,Dairy
C0000104,1,Regular Digital Shoppers,Standard,False,2.0,20303.0,10151.5,10,0.0,0.0,S06,FonePay,Household
C0000105,1,Regular Digital Shoppers,Silver,False,6.0,29009.0,4834.833333333333,204,0.0,0.0,S05,Card,Vegetables
C0000106,1,Regular Digital Shoppers,Silver,True,1.0,8768.0,8768.0,107,1.0,6.0,S01,IME Pay,Baby
C0000107,2,High Value Loyal Customers,Gold,False,7.0,52986.0,7569.428571428572,2,0.0,0.0,S05,Khalti,Snacks
C0000108,0,Occasional Traditional Shoppers,Silver,False,0.0,0.0,0.0,848,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000109,1,Regular Digital Shoppers,Standard,False,1.0,1380.0,1380.0,238,0.0,0.0,S06,Cash,Vegetables
C0000110,1,Regular Digital Shoppers,Standard,True,1.0,7309.0,7309.0,744,1.0,9.0,S04,eSewa,Household
C0000111,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,823,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000112,1,Regular Digital Shoppers,Standard,False,3.0,16586.0,5528.666666666667,161,0.0,0.0,S01,Card,Beverages
C0000113,1,Regular Digital Shoppers,Standard,True,1.0,2471.0,2471.0,658,1.0,2.0,S05,Card,Snacks
C0000114,1,Regular Digital Shoppers,Silver,False,1.0,3927.0,3927.0,92,0.0,0.0,S08,eSewa,Personal
C0000115,0,Occasional Traditional Shoppers,Gold,False,0.0,0.0,0.0,613,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000116,1,Regular Digital Shoppers,Gold,True,2.0,15597.0,7798.5,277,1.0,15.0,S03,Khalti,Beverages
C0000117,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,615,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000118,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1226,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000119,1,Regular Digital Shoppers,Silver,False,1.0,5160.0,5160.0,289,0.0,0.0,S02,Card,Meat
C0000120,1,Regular Digital Shoppers,Standard,False,1.0,1349.0,1349.0,164,0.0,0.0,S01,Card,Meat
C0000121,1,Regular Digital Shoppers,Standard,False,1.0,2442.0,2442.0,562,0.0,0.0,S04,Khalti,Household
C0000122,1,Regular Digital Shoppers,Silver,False,5.0,19753.0,3950.6,269,0.0,0.0,S01,Cash,Vegetables
C0000123,1,Regular Digital Shoppers,Standard,True,1.0,10867.0,10867.0,69,1.0,6.0,S03,FonePay,Beverages
C0000124,1,Regular Digital Shoppers,Silver,True,2.0,10619.0,5309.5,38,1.0,12.0,S02,Card,Vegetables
C0000125,0,Occasional Traditional Shoppers,Gold,True,0.0,0.0,0.0,952,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000126,2,High Value Loyal Customers,Standard,True,1.0,22777.0,22777.0,581,1.0,15.0,S04,FonePay,Snacks
C0000127,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1133,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000128,1,Regular Digital Shoppers,Silver,True,2.0,14483.0,7241.5,92,1.0,6.0,S04,FonePay,Snacks
C0000129,2,High Value Loyal Customers,Platinum,True,8.0,44910.0,5613.75,155,1.0,33.0,S05,FonePay,Vegetables
C0000130,1,Regular Digital Shoppers,Standard,True,2.0,9597.0,4798.5,546,1.0,11.0,S01,FonePay,Vegetables
C0000131,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,872,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000132,2,High Value Loyal Customers,Gold,True,2.0,23046.0,11523.0,254,1.0,16.0,S06,IME Pay,Household
C0000133,2,High Value Loyal Customers,Gold,False,14.0,56249.0,4017.785714285714,0,0.0,0.0,S03,eSewa,Vegetables
C0000134,1,Regular Digital Shoppers,Standard,True,3.0,11046.0,3682.0,411,1.0,10.0,S07,Khalti,Snacks
C0000135,1,Regular Digital Shoppers,Standard,True,3.0,13073.0,4357.666666666667,527,1.0,10.0,S01,IME Pay,Dairy
C0000136,1,Regular Digital Shoppers,Silver,True,1.0,3731.0,3731.0,668,1.0,1.0,S05,FonePay,Snacks
C0000137,2,High Value Loyal Customers,Gold,True,6.0,25898.0,4316.333333333333,423,1.0,23.0,S02,Khalti,Snacks
C0000138,1,Regular Digital Shoppers,Standard,True,1.0,7929.0,7929.0,429,1.0,7.0,S01,eSewa,Snacks
C0000139,0,Occasional Traditional Shoppers,Silver,True,0.0,0.0,0.0,1467,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000140,1,Regular Digital Shoppers,Gold,True,1.0,5163.0,5163.0,248,1.0,2.0,S01,Khalti,Household
C0000141,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,625,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000142,2,High Value Loyal Customers,Standard,True,1.0,13541.0,13541.0,267,1.0,13.0,S05,FonePay,Vegetables
C0000143,1,Regular Digital Shoppers,Standard,True,1.0,8953.0,8953.0,177,1.0,4.0,S07,Khalti,Dairy
C0000144,1,Regular Digital Shoppers,Standard,False,2.0,13125.0,6562.5,695,0.0,0.0,S01,Khalti,Household
C0000145,0,Occasional Traditional Shoppers,Gold,False,0.0,0.0,0.0,494,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000146,1,Regular Digital Shoppers,Standard,True,2.0,5006.0,2503.0,89,1.0,5.0,S03,FonePay,Household
C0000147,1,Regular Digital Shoppers,Standard,True,2.0,14894.0,7447.0,238,1.0,9.0,S01,Card,Household
C0000148,2,High Value Loyal Customers,Standard,True,4.0,22013.0,5503.25,42,0.5,17.0,S04,Cash,Snacks
C0000149,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1084,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000150,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,973,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000151,1,Regular Digital Shoppers,Standard,True,2.0,6031.0,3015.5,197,1.0,5.0,S04,FonePay,Household
C0000152,1,Regular Digital Shoppers,Standard,True,3.0,11920.0,3973.3333333333335,122,1.0,13.0,S02,FonePay,Snacks
C0000153,2,High Value Loyal Customers,Silver,False,4.0,42197.0,10549.25,122,0.0,0.0,S06,Cash,Snacks
C0000154,2,High Value Loyal Customers,Standard,True,3.0,20975.0,6991.666666666667,306,1.0,27.0,S05,Card,Snacks
C0000155,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,1534,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000156,1,Regular Digital Shoppers,Standard,True,1.0,4017.0,4017.0,744,1.0,3.0,S08,eSewa,Meat
C0000157,1,Regular Digital Shoppers,Silver,False,4.0,24568.0,6142.0,29,0.0,0.0,S06,Cash,Snacks
C0000158,0,Occasional Traditional Shoppers,Gold,False,0.0,0.0,0.0,782,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000159,2,High Value Loyal Customers,Platinum,False,10.0,53836.0,5383.6,157,0.0,0.0,S01,Khalti,Vegetables
C0000160,1,Regular Digital Shoppers,Standard,False,2.0,4876.0,2438.0,178,0.0,0.0,S01,Card,Snacks
C0000161,1,Regular Digital Shoppers,Standard,False,2.0,17153.0,8576.5,665,0.0,0.0,S01,Cash,Snacks
C0000162,1,Regular Digital Shoppers,Gold,False,3.0,9837.0,3279.0,206,0.0,0.0,S02,IME Pay,Household
C0000163,0,Occasional Traditional Shoppers,Gold,False,0.0,0.0,0.0,801,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000164,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,964,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000165,1,Regular Digital Shoppers,Silver,True,1.0,9669.0,9669.0,818,1.0,9.0,S03,IME Pay,Beverages
C0000166,1,Regular Digital Shoppers,Gold,True,2.0,11274.0,5637.0,254,0.5,8.0,S02,Cash,Personal
C0000167,1,Regular Digital Shoppers,Silver,False,1.0,5740.0,5740.0,19,0.0,0.0,S01,eSewa,Household
C0000168,0,Occasional Traditional Shoppers,Gold,True,0.0,0.0,0.0,569,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000169,1,Regular Digital Shoppers,Standard,False,2.0,27629.0,13814.5,200,0.0,0.0,S03,ConnectIPS,Beverages
C0000170,2,High Value Loyal Customers,Standard,True,7.0,38908.0,5558.285714285715,79,0.8571428571428571,25.0,S05,FonePay,Household
C0000171,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,1354,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000172,2,High Value Loyal Customers,Standard,True,9.0,45409.0,5045.444444444444,23,0.8888888888888888,36.0,S08,eSewa,Vegetables
C0000173,2,High Value Loyal Customers,Gold,True,7.0,90453.0,12921.857142857143,38,1.0,65.0,S02,Card,Vegetables
C0000174,2,High Value Loyal Customers,Standard,True,2.0,23737.0,11868.5,135,1.0,14.0,S01,FonePay,Household
C0000175,1,Regular Digital Shoppers,Silver,False,2.0,5489.0,2744.5,318,0.0,0.0,S02,Card,Vegetables
C0000176,2,High Value Loyal Customers,Standard,True,1.0,18152.0,18152.0,333,1.0,18.0,S04,IME Pay,Household
C0000177,1,Regular Digital Shoppers,Standard,False,3.0,25602.0,8534.0,40,0.0,0.0,S01,Cash,Personal
C0000178,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,428,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000179,1,Regular Digital Shoppers,Standard,True,1.0,3832.0,3832.0,126,1.0,7.0,S05,FonePay,Vegetables
C0000180,1,Regular Digital Shoppers,Standard,True,1.0,9786.0,9786.0,281,1.0,8.0,S06,eSewa,Snacks
C0000181,1,Regular Digital Shoppers,Standard,False,6.0,26873.0,4478.833333333333,140,0.0,0.0,S08,Cash,Snacks
C0000182,1,Regular Digital Shoppers,Standard,True,3.0,13553.0,4517.666666666667,277,1.0,16.0,S02,Card,Snacks
C0000183,2,High Value Loyal Customers,Silver,True,7.0,34685.0,4955.0,317,1.0,32.0,S07,Khalti,Vegetables
C0000184,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,1473,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000185,1,Regular Digital Shoppers,Standard,True,1.0,7190.0,7190.0,618,1.0,9.0,S04,eSewa,Snacks
C0000186,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,777,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000187,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,709,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000188,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,386,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000189,1,Regular Digital Shoppers,Gold,False,5.0,34177.0,6835.4,66,0.0,0.0,S04,IME Pay,Snacks
C0000190,0,Occasional Traditional Shoppers,Gold,False,0.0,0.0,0.0,515,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000191,1,Regular Digital Shoppers,Standard,True,1.0,14596.0,14596.0,373,1.0,7.0,S01,FonePay,Household
C0000192,1,Regular Digital Shoppers,Standard,True,2.0,9388.0,4694.0,351,1.0,8.0,S01,IME Pay,Vegetables
C0000193,2,High Value Loyal Customers,Standard,True,3.0,16763.0,5587.666666666667,45,1.0,25.0,S01,Khalti,Personal
C0000194,0,Occasional Traditional Shoppers,Standard,False,0.0,0.0,0.0,1013,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000195,1,Regular Digital Shoppers,Standard,True,1.0,3234.0,3234.0,30,1.0,4.0,S01,Khalti,Household
C0000196,1,Regular Digital Shoppers,Standard,True,1.0,2703.0,2703.0,570,1.0,4.0,S08,IME Pay,Beverages
C0000197,2,High Value Loyal Customers,Gold,True,9.0,75512.0,8390.222222222223,332,1.0,56.0,S01,Khalti,Vegetables
C0000198,1,Regular Digital Shoppers,Standard,False,1.0,4823.0,4823.0,118,0.0,0.0,S01,Khalti,Snacks
C0000199,2,High Value Loyal Customers,Silver,True,2.0,24264.0,12132.0,386,1.0,13.0,S01,FonePay,Vegetables
C0000200,0,Occasional Traditional Shoppers,Silver,True,0.0,0.0,0.0,1138,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000201,1,Regular Digital Shoppers,Silver,False,1.0,658.0,658.0,655,0.0,0.0,S07,Cash,Vegetables
C0000202,1,Regular Digital Shoppers,Standard,True,1.0,5530.0,5530.0,429,1.0,0.0,S05,IME Pay,Dairy
C0000203,1,Regular Digital Shoppers,Silver,True,2.0,14929.0,7464.5,766,1.0,17.0,S03,eSewa,Personal
C0000204,2,High Value Loyal Customers,Gold,True,3.0,30799.0,10266.333333333334,205,1.0,27.0,S04,Card,Vegetables
C0000205,2,High Value Loyal Customers,Silver,True,3.0,44657.0,14885.666666666666,9,1.0,19.0,S03,FonePay,Snacks
C0000206,0,Occasional Traditional Shoppers,Standard,True,0.0,0.0,0.0,575,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000207,2,High Value Loyal Customers,Silver,True,4.0,18448.0,4612.0,333,1.0,18.0,S02,Card,Vegetables
C0000208,1,Regular Digital Shoppers,Silver,True,2.0,2395.0,1197.5,272,1.0,0.0,S08,IME Pay,Baby
C0000209,0,Occasional Traditional Shoppers,Silver,True,0.0,0.0,0.0,1253,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000210,1,Regular Digital Shoppers,Standard,False,3.0,13895.0,4631.666666666667,69,0.0,0.0,S02,Card,Vegetables
C0000211,1,Regular Digital Shoppers,Platinum,False,1.0,1442.0,1442.0,284,0.0,0.0,S01,FonePay,Beverages
C0000212,1,Regular Digital Shoppers,Platinum,False,3.0,6516.0,2172.0,102,0.0,0.0,S06,Cash,Snacks
C0000213,2,High Value Loyal Customers,Standard,True,4.0,35158.0,8789.5,105,0.5,18.0,S03,Cash,Snacks
C0000214,0,Occasional Traditional Shoppers,Silver,False,0.0,0.0,0.0,608,0.0,0.0,No Purchase,No Purchase,No Purchase
C0000215,2,High Value Loyal Customers,Standard,True,2.0,24390.0,12195.0,86,0.5,18.0,S06,Cash,Vegetables
C0000216,1,Regular Digital Shoppers,Platinum,True,4.0,8167.0,2041.75,23,1.0,17.0,S02,Card,Tea/Coffee
C0000217,2,High Value Loyal Customers,Gold,True,6.0,42948.0,7158.0,35,1.0,25.0,S06,eSewa,Vegetables
C0000218,1,Regular Digital Shoppers,Silver,True,1.0,660.0,660.0,526,1.0,1.0,S05,IME Pay,Snacks
