product_id,sku,product_name,brand,subcategory,zone_id,aisle_id,shelf_number,shelf_position,store_id,unit,price_npr,x_coord,y_coord,zone_name,ambient_temp_c,is_perimeter,units_sold,sales_revenue_npr,transaction_count,unique_customers,avg_unit_price_sold_npr,avg_scan_duration_ms,total_rescans,failed_scan_count,festival_units_sold,scan_to_pay_units,first_sold_at,last_sold_at,revenue_per_transaction_npr,units_per_transaction,festival_unit_share,scan_to_pay_unit_share,scan_failure_rate,rescan_per_transaction
P000049,SKU-54506947,Tomato per kg,Local,Vegetables,Z02,A0003,4,2,S01,kg,106,53.2,37.9,Fresh Produce,16,True,2852,302312,2104,1845,106.0,1326.3260456273765,99,25,316,1696,2024-01-01 12:42:02,2026-03-31 20:26:55,143.68441064638785,1.355513307984791,0.11079943899018233,0.5946704067321178,0.01188212927756654,0.0470532319391635
P000050,SKU-25213122,Eggs (Pack of 6),Local Farm,Dairy,Z04,A0005,2,1,S01,pack,105,8.4,44.0,Dairy & Eggs,4,True,1765,185325,1303,1207,105.0,1341.804297774367,63,8,217,1057,2024-01-01 13:05:42,2026-03-31 12:51:40,142.22947045280122,1.3545663852647736,0.12294617563739377,0.5988668555240794,0.0061396776669224865,0.04834996162701458
P000051,SKU-41661846,Cling Film 30m,Freshwrapp,Household,Z14,A0022,3,2,S01,roll,158,76.5,67.9,Household & Cleaning,22,False,1118,176644,817,780,158.0,1332.1456548347612,47,10,146,666,2024-01-02 11:33:53,2026-03-29 19:09:22,216.21052631578948,1.368421052631579,0.13059033989266547,0.5957066189624329,0.012239902080783354,0.05752753977968176
P000052,SKU-61618557,Cardamom 100g,Local,Spices,Z09,A0012,2,1,S01,pack,439,82.3,31.1,Spices & Condiments,22,False,1037,455243,772,727,439.0,1283.5816062176166,46,9,107,584,2024-01-02 11:22:21,2026-03-29 09:39:31,589.6930051813472,1.3432642487046633,0.10318225650916105,0.5631629701060752,0.011658031088082901,0.05958549222797927
P000053,SKU-41666179,DDC Milk 500ml,DDC,Dairy,Z04,A0005,5,1,S01,pack,57,8.4,44.0,Dairy & Eggs,4,True,1815,103455,1331,1218,57.0,1314.1322314049587,79,9,232,1062,2024-01-01 19:01:04,2026-03-31 19:53:42,77.72727272727273,1.3636363636363635,0.1278236914600551,0.5851239669421487,0.0067618332081141996,0.059353869271224644
P000054,SKU-37240632,Brinjal (Bhanta) per kg,Local,Vegetables,Z02,A0002,6,2,S01,kg,94,63.6,11.5,Fresh Produce,16,True,1093,102742,774,730,94.0,1281.5968992248063,36,8,107,616,2024-01-03 17:51:26,2026-03-30 18:41:59,132.74160206718346,1.4121447028423773,0.09789569990850869,0.5635864592863677,0.0103359173126615,0.046511627906976744
P000055,SKU-87215137,Cumin Seeds 100g,Catch,Spices,Z09,A0012,6,1,S01,pack,73,82.3,31.1,Spices & Condiments,22,False,1854,135342,1353,1232,73.0,1311.2623798965262,78,13,216,1076,2024-01-01 19:01:04,2026-03-31 20:26:55,100.0310421286031,1.370288248337029,0.11650485436893204,0.5803667745415318,0.009608277900960829,0.057649667405764965
P000056,SKU-77325499,Odonil Air Freshener,Dabur,Household,Z14,A0021,3,1,S01,pc,138,45.8,32.0,Household & Cleaning,22,False,1068,147384,784,747,138.0,1302.330357142857,57,10,123,626,2024-01-04 18:33:44,2026-03-29 09:39:31,187.98979591836735,1.3622448979591837,0.1151685393258427,0.5861423220973783,0.012755102040816327,0.07270408163265306
P000057,SKU-45483503,Pepsi 2L,Pepsico,Beverages,Z11,A0016,4,1,S01,bottle,212,62.5,38.5,Beverages,22,False,1066,225992,810,778,212.0,1292.5432098765432,46,10,137,617,2024-01-02 16:55:52,2026-03-29 09:27:31,279.00246913580247,1.3160493827160493,0.12851782363977485,0.5787992495309568,0.012345679012345678,0.056790123456790124
P000058,SKU-83656166,Marie Gold Biscuit,Britannia,Snacks,Z10,A0014,3,1,S01,pack,36,32.8,78.5,Snacks & Confectionery,22,False,1754,63144,1283,1179,36.0,1296.4255650818395,65,9,226,997,2024-01-01 19:01:04,2026-03-31 19:53:42,49.21590023382697,1.3671083398285269,0.12884834663625996,0.5684150513112884,0.007014809041309431,0.05066250974279034
P000059,SKU-74242626,Watermelon per kg,Local,Fruits,Z02,A0002,5,3,S01,kg,62,63.6,11.5,Fresh Produce,16,True,444,27528,328,323,62.0,1321.5731707317073,16,2,52,252,2024-01-02 19:06:08,2026-03-25 09:05:42,83.92682926829268,1.353658536585366,0.11711711711711711,0.5675675675675675,0.006097560975609756,0.04878048780487805
P000060,SKU-79124826,Harpic Toilet Cleaner 1L,Reckitt,Household,Z14,A0021,2,1,S01,bottle,239,45.8,32.0,Household & Cleaning,22,False,2145,512655,1592,1453,239.0,1304.339824120603,76,9,235,1209,2024-01-02 16:55:52,2026-03-31 14:02:05,322.01947236180905,1.3473618090452262,0.10955710955710955,0.5636363636363636,0.005653266331658292,0.04773869346733668
P000061,SKU-85954215,Nivea Deodorant 150ml,Nivea,Personal,Z13,A0019,2,1,S01,can,381,66.2,43.5,Personal Care,22,False,1049,399669,780,749,381.0,1351.747435897436,43,5,130,639,2024-01-01 19:01:04,2026-03-31 20:26:55,512.3961538461539,1.344871794871795,0.12392755004766444,0.6091515729265967,0.00641025641025641,0.05512820512820513
P000062,SKU-60253731,Dairy Milk 50g,Cadbury,Confectionery,Z10,A0015,4,1,S01,bar,115,21.3,57.3,Snacks & Confectionery,22,False,1481,170315,1073,1004,115.0,1303.9627213420317,67,12,159,914,2024-01-01 13:05:42,2026-03-31 19:54:57,158.7278657968313,1.380242311276794,0.10735989196488858,0.6171505739365294,0.011183597390493943,0.06244175209692451
P000063,SKU-92733937,Garam Masala 100g,Everest,Spices,Z09,A0013,1,1,S01,pack,110,18.0,15.6,Spices & Condiments,22,False,1768,194480,1315,1211,110.0,1307.8844106463878,70,7,192,1037,2024-01-02 11:33:53,2026-03-31 20:26:55,147.893536121673,1.3444866920152092,0.1085972850678733,0.5865384615384616,0.00532319391634981,0.053231939163498096
P000064,SKU-87665061,Mutton (Khasi) 1kg,Local Butcher,Meat,Z06,A0007,6,1,S01,kg,1518,43.2,79.4,Meat & Seafood,4,True,859,1303962,630,606,1518.0,1310.0809523809523,34,2,109,493,2024-01-02 17:50:07,2026-03-29 18:36:40,2069.7809523809524,1.3634920634920635,0.12689173457508732,0.5739231664726426,0.0031746031746031746,0.05396825396825397
P000065,SKU-62710887,Colgate MaxFresh Toothpaste 150g,Colgate,Personal,Z13,A0020,4,1,S01,tube,177,33.3,57.7,Personal Care,22,False,1038,183726,776,749,177.0,1318.1932989690722,29,6,127,619,2024-01-01 19:01:04,2026-03-31 20:26:55,236.76030927835052,1.3376288659793814,0.12235067437379576,0.5963391136801541,0.007731958762886598,0.037371134020618556
P000066,SKU-33277035,A4 Photocopy Paper Ream,JK,Stationery,Z16,A0024,5,1,S01,ream,508,52.3,83.8,Stationery & Misc,22,False,448,227584,332,326,508.0,1370.4789156626507,23,3,43,268,2024-01-06 15:24:15,2026-03-29 17:06:09,685.4939759036145,1.3493975903614457,0.09598214285714286,0.5982142857142857,0.009036144578313253,0.06927710843373494
P000067,SKU-06652868,Kurkure Masala Munch,Pepsico,Snacks,Z10,A0014,2,1,S01,pack,24,32.8,78.5,Snacks & Confectionery,22,False,1924,46176,1415,1309,24.0,1324.4833922261485,74,10,224,1151,2024-01-01 13:05:42,2026-03-29 09:27:31,32.63321554770318,1.3597173144876324,0.11642411642411643,0.5982328482328483,0.007067137809187279,0.052296819787985865
P000068,SKU-73775670,Johnson's Baby Powder 200g,Johnson,Baby,Z15,A0023,2,1,S01,tin,257,27.0,56.7,Baby Care,22,False,452,116164,347,337,257.0,1318.8184438040346,11,7,54,244,2024-01-06 13:37:27,2026-03-28 21:13:42,334.7665706051873,1.302593659942363,0.11946902654867257,0.5398230088495575,0.020172910662824207,0.03170028818443804
P000069,SKU-24454824,Fanta 2L,Coca-Cola,Beverages,Z11,A0017,1,1,S01,bottle,214,54.3,10.7,Beverages,22,False,1113,238182,789,745,214.0,1320.362484157161,44,5,138,646,2024-01-02 16:55:52,2026-03-31 20:26:55,301.8783269961977,1.4106463878326996,0.12398921832884097,0.5804132973944295,0.0063371356147021544,0.05576679340937896
P000070,SKU-60988071,Mozzarella Cheese 200g,Britannia,Dairy,Z04,A0005,4,1,S01,pack,342,8.4,44.0,Dairy & Eggs,4,True,1057,361494,777,750,342.0,1282.027027027027,37,5,112,599,2024-01-01 12:42:02,2026-03-31 20:26:55,465.2432432432432,1.3603603603603605,0.10596026490066225,0.5666982024597919,0.006435006435006435,0.047619047619047616
P000071,SKU-68016521,Coca-Cola 2L,Coca-Cola,Beverages,Z11,A0016,1,1,S01,bottle,226,62.5,38.5,Beverages,22,False,1863,421038,1393,1280,226.0,1331.143575017947,60,9,191,1142,2024-01-01 13:05:42,2026-03-29 09:27:31,302.2526920315865,1.3374012921751615,0.1025228126677402,0.6129898013955984,0.006460875807609476,0.043072505384063174
P000072,SKU-77572684,Surf Excel Detergent 1kg,HUL,Household,Z14,A0022,2,1,S01,pack,359,76.5,67.9,Household & Cleaning,22,False,2114,758926,1573,1427,359.0,1307.7685950413222,73,15,222,1219,2024-01-01 13:05:42,2026-03-31 14:02:05,482.47043865225686,1.343928798474253,0.10501419110690634,0.576631977294229,0.009535918626827717,0.046408137317228225
